,retail_name,retail_state,snap,wic,alcohol,pharmacy,any_tob_sld,str_typ,year,can_surveyD,storelistmatch,c_any_str_typ,c_any_tob_sld,retail_st_geo,str_typ1,Convenience store with or without gas,Drug store or pharmacy ,"Beer, wine, liquor store",Mass merchandiser,Grocery store ,Other store type not listed,Tobacco Hookah ECig
0,1st avenue citgo,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014521689658421948,0.005057771225601289,0.004750024009191539,0.0,0.0018010399901246716,0.002459908131499831,0.0019160697663662362
1,1st avenue exxon,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014951567214398762,0.005057771225601289,0.004750024009191539,0.0,0.0,0.004263029948743993,0.0019160697663662362
2,40th street grocery,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.010444900906623677,0.0,0.006964194559067914,0.0029085540020264166,0.014066408749789212,0.007694462469976346,0.004021087557641617
3,6th ave exxon,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013369116535291818,0.0,0.0017173157779349745,0.0,0.0015394692786967073,0.0018031218172441623,0.0
4,77th food mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013337458125114644,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.0105045139758653,0.007005574467376322
5,78 food mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014053184578316677,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.0105045139758653,0.007005574467376322
6,airport mini mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013761216874497995,0.009024994045759344,0.010871763107083448,0.010754368603254523,0.01081220482205846,0.011542323991233117,0.0069548727319183245
7,amoco bp,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.02002587837282496,0.0,0.0029819739891608302,0.0,0.0,0.005616407898000393,0.004374728157989275
8,bankhead food mart,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013337458125114644,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.0105045139758653,0.007005574467376322
9,bmm foodmart,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,,0,1,1.0,Alabama,Convenience,0.012382086560701633,0.0,0.0,0.0,0.0,0.0,0.0
10,carson mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.010913822972689656,0.018049988091518688,0.007652880045808331,0.021508737206509046,0.00913845486247073,0.006978643515396731,0.006245466398371704
11,central park chevron,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01416796749671694,0.00445229655951955,0.008722755937601636,0.0,0.002689408883274649,0.0067122342030629225,0.0057270801910626066
12,chalkville jet pep,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01291629167974878,0.0,0.0,0.0,0.0,0.0030529506210730784,0.0
13,chalkville texaco,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013813539467105703,0.0,0.0,0.0,0.0,0.0,0.0
14,citizens express pharmacy,AL,0.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Alabama,Drug,0.004219828473536736,0.04157352487023775,0.0028316100571476373,0.008802626184610033,0.004829661207854211,0.005599977709045969,0.002519401482776044
15,classic wine and spirits,AL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Alabama,"Beer,",0.007174322334016557,0.0026185403647921465,0.03691374332341703,0.0025495993218578586,0.0070445428180443415,0.006980037241156276,0.008067989915355598
16,crestline package store,AL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Alabama,"Beer,",0.007415487015137122,0.01035974000451218,0.023671542531719107,0.01653173128162664,0.00600622879037058,0.0077512653145688825,0.01012167959724612
17,d  k food shop,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.018869430342817826,0.0124952774600909,0.016014180811114217,0.013997991221193074,0.018900993586194046,0.015132117370282638,0.023210085719136842
18,dollar general 13214,AL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.009758509639683069,0.010426698883986842,0.0,0.07985659964093622,0.015351532417900285,0.012904457956085448,0.002855820671351416
19,dollar general 13847,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.009758509639683069,0.010426698883986842,0.0,0.07985659964093622,0.015351532417900285,0.012904457956085448,0.002855820671351416
20,dollar general 14177,AL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.009758509639683069,0.010426698883986842,0.0,0.07985659964093622,0.015351532417900285,0.012904457956085448,0.002855820671351416
21,dollar general 4110,AL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.009758509639683069,0.010426698883986842,0.0,0.07985659964093622,0.015351532417900285,0.012904457956085448,0.002855820671351416
22,dollar general store 11753,AL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
23,dollar general store 12094,AL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
24,downtown chevron food mart,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01777876284059314,0.010388268442474223,0.009342534677413196,0.013219792581141199,0.010186087367245529,0.008742716640527233,0.004670382978250881
25,e  p supermarket,AL,,,,,,Convenience store with or without gas,2016.0,0.0,1,1,,Alabama,Convenience,0.01543599038579108,0.0,0.00894592196748249,0.0,0.04445431744341298,0.0247240520169131,0.0
26,eastern associated foods,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.00937106382538029,0.0039278105471882195,0.003446398063172223,0.004740243963547159,0.008248709651994613,0.008278269175689437,0.00388284126819047
27,eastlake foodmart,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012382086560701633,0.0,0.0,0.0,0.0,0.0,0.0
28,eastwood texaco,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012382086560701633,0.0,0.0,0.0,0.0,0.0,0.0
29,elyton meat market,AL,1.0,1.0,1.0,0.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Alabama,Grocery,0.006536910604101859,0.004868419932142793,0.0038879300225758266,0.006654079401238169,0.025654316062352685,0.00762141981594375,0.003122733199185852
30,ensley seafood ,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.007626902934409793,0.0,0.0,0.0,0.0030789385573934147,0.007355746428691325,0.0
31,express mart llc,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.016925140011175753,0.019006252203628327,0.010760305498991471,0.026366911951208546,0.011477981322662527,0.011547360782352118,0.01298068679044982
32,f and s food mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.01826877667363935,0.019510213210899557,0.01735550368388966,0.023654087854498584,0.02263610010360805,0.016580398816063265,0.012619183095051426
33,fair gas stop,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.015124519319295177,0.0029872011622336463,0.005103084068449694,0.0025603659000728155,0.008910292601010415,0.006654536808244964,0.004024947649360143
34,family dollar 7275,AL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
35,family dollar store 10298,AL,1.0,1.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.009545240150253397,0.017752427549007507,0.005023596536605199,0.07764913926910451,0.01792518953011563,0.012853077382573144,0.011346229498426461
36,family dollar store 9278,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011610390159588639,0.017752427549007507,0.005023596536605199,0.06686904663205613,0.01792518953011563,0.012853077382573144,0.011346229498426461
37,fifth avenue marathon,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.010934185009282662,0.005057771225601289,0.006759128337893311,0.0,0.0,0.002459908131499831,0.0019160697663662362
38,first avenue exxon,AL,1.0,1.0,0.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01355496461844545,0.005057771225601289,0.004231906675070182,0.0,0.0,0.00560115417691309,0.004103433845360874
39,fm foodmart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.012382086560701633,0.0,0.0,0.0,0.0,0.0,0.0
40,food depot quick stop shop,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014632645261928423,0.003123819365022725,0.007681022708982549,0.004779680755334676,0.010022631176406156,0.007886622034472775,0.010760441955565539
41,forestdale jet pep,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01202511615256877,0.0,0.0,0.0,0.0018010399901246716,0.0030529506210730784,0.0
42,freshland supermarket,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.009275630147267509,0.0,0.0029819739891608302,0.0,0.014818105814470994,0.008241350672304366,0.0
43,gasland 2,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014784167466430131,0.0,0.0,0.0,0.0,0.0,0.0
44,goldwire foodmart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012382086560701633,0.0,0.0,0.0,0.0,0.0,0.0
45,graymont avenue food mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012315386468565302,0.016823571610584842,0.007973592741269901,0.013219792581141199,0.010186087367245529,0.008642948071576754,0.005947762822495039
46,green springs chevron,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014172025850330748,0.0029872011622336463,0.0013060629137120413,0.0,0.001982346991268024,0.005768691995287136,0.0
47,green springs citgo,AL,1.0,0.0,1.0,1.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.013236753622154,0.0029872011622336463,0.0013060629137120413,0.0,0.003783386981392696,0.005768691995287136,0.0
48,highland park golf,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.00494295677670179,0.0,0.006776124592262939,0.0,0.0,0.02286587252416375,0.004706765561770681
49,highland shell,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.015286229257631151,0.0,0.003434631555869949,0.0,0.0030789385573934147,0.003082497511010865,0.005038802965552088
50,highway 11 food mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01221811592408297,0.010388268442474223,0.007485715840077904,0.015769391902999055,0.010186087367245529,0.008030508487580489,0.004670382978250881
51,j  j food market,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01729791935459342,0.017592460958662025,0.019091369651467,0.022788646729570653,0.03533054688630404,0.01818239151466521,0.017843288467485115
52,jet pep 419,AL,0.0,0.0,1.0,1.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012200565226546745,0.0,0.0,0.0,0.0,0.0030529506210730784,0.0
53,jet pep 440,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012200565226546745,0.0,0.0,0.0,0.0,0.0030529506210730784,0.0
54,jet pep 5th ave,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01138272767638079,0.0,0.0011448771852899829,0.0,0.0010263128524644716,0.002035300414048719,0.0
55,jw groceries,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.010016484785066037,0.0,0.007857345035840848,0.005817108004052833,0.016591643695151103,0.008169732209823213,0.0
56,kangaroo express ,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.032636958611277224,0.007855621094376439,0.005663220114295275,0.011788144365167232,0.004745186416139256,0.005082601036721753,0.005038802965552088
57,kangaroo express ,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.032636958611277224,0.007855621094376439,0.005663220114295275,0.011788144365167232,0.004745186416139256,0.005082601036721753,0.005038802965552088
58,king city,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011615130044307163,0.005259196141527541,0.011196608983616319,0.0,0.009719330014097626,0.01672131980067803,0.023883071593830133
59,kings food,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.015689702594239522,0.007855621094376439,0.011315509606315347,0.009480487927094317,0.01686003330627593,0.01664383133605058,0.021711057991079433
60,korner food mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.015217307268530279,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.012307635793109463,0.007005574467376322
61,lakeshore foodmart and spirits,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.011199562774874987,0.0026185403647921465,0.014857156313208057,0.0025495993218578586,0.00409989630859738,0.004798445829019131,0.0059051978335695
62,med center amoco,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.013400900421896197,0.004595183526564636,0.004551507333036584,0.006103927170907449,0.005191339119866225,0.0047408250138969805,0.0
63,med center chevron,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013965247792050264,0.004595183526564636,0.004551507333036584,0.006103927170907449,0.005191339119866225,0.0047408250138969805,0.0
64,minit man ,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011051377087021598,0.0,0.0,0.0,0.0,0.006105901242146157,0.0
65,minor parkway texaco,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.0105003595099882,0.0,0.0017173157779349745,0.0,0.0018010399901246716,0.0015412487555054326,0.0
66,munchies texaco,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.014650885738900395,0.0,0.0,0.0,0.0,0.0,0.0
67,north birmingham citgo,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012068047230892309,0.0,0.0036462135067631754,0.0,0.00506964891421006,0.002459908131499831,0.0019160697663662362
68,norwood shell,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013260654141351762,0.0,0.003434631555869949,0.0,0.0030789385573934147,0.0,0.0
69,oddos food center,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.010999655484656291,0.0039278105471882195,0.009488892390789223,0.010844171134454607,0.016979621716952772,0.012658308509144572,0.00388284126819047
70,on the way spirits,AL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Alabama,"Beer,",0.009465577479735334,0.0026185403647921465,0.020324060084770203,0.00515178103276574,0.006901834709346442,0.010016564704660802,0.008990717410749466
71,oporto food mart,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013337458125114644,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.0105045139758653,0.007005574467376322
72,parkway east exxon,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012920450773407796,0.0,0.004130115155177117,0.0025603659000728155,0.002689408883274649,0.00509142442095848,0.002855820671351416
73,partypak ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.006195450028005725,0.0,0.0,0.0,0.0,0.0,0.0
74,piggly wiggly ,AL,1.0,1.0,1.0,0.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Alabama,Grocery,0.0014652856632902363,0.0,0.0,0.02554560331662888,0.02453850000808623,0.0,0.0
75,piggly wiggly ,AL,1.0,1.0,1.0,0.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Alabama,Grocery,0.0014652856632902363,0.0,0.0,0.02554560331662888,0.02453850000808623,0.0,0.0
76,piggly wiggly ,AL,1.0,1.0,1.0,1.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.0014652856632902363,0.0,0.0,0.02554560331662888,0.02453850000808623,0.0,0.0
77,pit stop convenience store ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01803728491520132,0.0069064933363414535,0.010511655001618858,0.012728064787799635,0.00716440458848157,0.008915392401214686,0.009716465274552982
78,powderly munchies,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.008464249206204484,0.0,0.0,0.0,0.0,0.0,0.0
79,quick shop 20,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013898859614095352,0.0023198281828572293,0.004560692342384886,0.0022587516470493783,0.006140446393832994,0.0063987728833540735,0.011425730914585826
80,quickn ez ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01227615821331835,0.0,0.0,0.0,0.0,0.0,0.0
81,race course bp,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.008852306423553082,0.0,0.0014909869945804151,0.0,0.0,0.010738144865337905,0.0021873640789946375
82,radhe foods,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012303469136101424,0.007855621094376439,0.006892796126344446,0.009480487927094317,0.012895339323739883,0.007950979501574884,0.00776568253638094
83,roebuck chevron,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.015139064026126485,0.0,0.0,0.0,0.0,0.0,0.0
84,rs supermarket,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.010707083053671579,0.0,0.0029819739891608302,0.0,0.014818105814470994,0.008241350672304366,0.0
85,rugby foods,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.010872016229697357,0.007855621094376439,0.006892796126344446,0.009480487927094317,0.012895339323739883,0.007950979501574884,0.00776568253638094
86,sams convenience store,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.016926164713730422,0.01035974000451218,0.010747186531806133,0.026414693175790982,0.010397953802103939,0.005730266419358136,0.01054975026246933
87,sehrish gas mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.014010056135319521,0.012012195207992992,0.005132502936616207,0.010754368603254523,0.007026295431019947,0.006547998948383458,0.003122733199185852
88,shop and save convenience store,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014925156753872985,0.008303689367278815,0.010918549794812778,0.011307440955731404,0.009818263084185494,0.006443218280396902,0.014552627524471748
89,singh groceries,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014634945493598167,0.0,0.0044227134799709,0.005817108004052833,0.013512705137757689,0.008169732209823213,0.0
90,smart boy,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014056779104291017,0.0,0.0,0.0,0.0,0.0,0.0
91,south park convenience store,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014563748478826534,0.00987469104268782,0.010697600609951048,0.011021154187751092,0.00668814463075098,0.00929849152556497,0.00961587202320444
92,south town convenience store,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014300223806479202,0.011627756423197001,0.011219303569211948,0.011021154187751092,0.008481083886267412,0.006508825130360489,0.010061509751442292
93,stadium food mart 2,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013037525952092142,0.015582402663711336,0.01093678520935006,0.019829688871711798,0.015279131050868292,0.012045762731370731,0.007005574467376322
94,star food mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.018886362398387948,0.015582402663711336,0.013395245878682578,0.019829688871711798,0.02200790364899167,0.016308792680114727,0.008921644233742558
95,summit chevron,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.015976394722655232,0.0,0.004018208657403544,0.0,0.0,0.0,0.0
96,sunhill chevron,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.015139064026126485,0.0,0.0,0.0,0.0,0.0,0.0
97,sunnys food mart,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.017244917754020955,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.0105045139758653,0.007005574467376322
98,t k kwik stop,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.020601663941333444,0.005974402324467293,0.019333888928596426,0.005120731800145631,0.011822368318637984,0.016774120266146383,0.008049895298720286
99,tobacco station,AL,0.0,0.0,0.0,0.0,1.0,Tobacco Hookah ECig,2016.0,1.0,1,1,1.0,Alabama,Tobacco,0.012219556847134062,0.013830023418843733,0.011806724754231992,0.007648797965573576,0.012580007422150848,0.01390812131613015,0.03638017676196507
100,tomjerrys food mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013337458125114644,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.0105045139758653,0.007005574467376322
101,triple s convenience store,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.016925448448993127,0.01035974000451218,0.008535829791820682,0.01653173128162664,0.00734280806285182,0.004558107014411061,0.01054975026246933
102,university grocery  package store,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011165067984818906,0.009179930568359232,0.01478650770040052,0.012960190189102038,0.00850838757283295,0.010019526479758874,0.00674778639816408
103,vacca discount drugs,AL,1.0,1.0,0.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Alabama,Drug,0.004884166017188166,0.05827924740684759,0.0049407343021168285,0.004740243963547159,0.010999535944650482,0.0019103381060637898,0.0065489777478663184
104,valley mart,AL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01579143721310594,0.018049988091518688,0.01643750748469618,0.021508737206509046,0.00913845486247073,0.012595051413397123,0.015426324670310403
105,vendetta vapes,AL,0.0,0.0,0.0,0.0,1.0,Tobacco Hookah ECig,2016.0,1.0,1,1,1.0,Alabama,Tobacco,0.0014652856632902363,0.0,0.0,0.0,0.0,0.0052191219698510954,0.035849090997586854
106,walmart supercenter ,AL,1.0,1.0,1.0,1.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007788436566361742,0.0,0.009646965134819066,0.09702222993324332,0.024053972720650626,0.011907830349917778,0.0
107,walmart supercenter ,AL,1.0,1.0,1.0,1.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007788436566361742,0.0,0.009646965134819066,0.09702222993324332,0.024053972720650626,0.011907830349917778,0.0
108,walgreens store 06035,AL,1.0,1.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,0,1,1.0,Alabama,Drug,0.005487610707714498,0.0620853258633046,0.00761818290273534,0.029962654639449752,0.00880011670593941,0.004558107014411061,0.0054149140354754375
109,walgreens store 06977,AL,1.0,1.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Alabama,Drug,0.005487610707714498,0.0620853258633046,0.00761818290273534,0.029962654639449752,0.00880011670593941,0.004558107014411061,0.0054149140354754375
