,retail_name,retail_state,snap,wic,alcohol,pharmacy,any_tob_sld,str_typ,year,can_surveyD,storelistmatch,c_any_str_typ,c_any_tob_sld,retail_st_geo,str_typ1,Convenience store with or without gas,Drug store or pharmacy ,"Beer, wine, liquor store",Mass merchandiser,Grocery store ,Other store type not listed,Tobacco Hookah ECig
2547,mom and pop convenience store,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.012795876368087577,0.007143775275850199,0.00707370180908494,0.010178065132206713,0.005755152767239933,0.0046479338132199635,0.008081679445072218
2548,mugs and jugs,FL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Florida,"Beer,",0.005551662894736078,0.0039278105471882195,0.018896982593145987,0.003824398982786788,0.004167497471628046,0.006279009367534298,0.005613608627675103
2549,murphy oil usa inc ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.02125946281297784,0.006179608226228494,0.005250965061643425,0.005680893993332677,0.004476162662595268,0.007439694576815868,0.0057905975656267926
2550,murphy usa ,FL,0.0,0.0,0.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.02657192263147302,0.0,0.0,0.0,0.0030789385573934147,0.010294984779987514,0.0
2551,murphy usa ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.02657192263147302,0.0,0.0,0.0,0.0030789385573934147,0.010294984779987514,0.0
2552,navy food mart,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.013337458125114644,0.015582402663711336,0.009219469431415085,0.019829688871711798,0.015279131050868292,0.0105045139758653,0.007005574467376322
2553,new york billiards and game,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Florida,Other,0.0024269026179062187,0.004261497036876428,0.005514384119057659,0.001912199491393394,0.006361708517061613,0.015962006206684153,0.004428898375177125
2554,oakfield mart,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.013776728785497794,0.018049988091518688,0.007652880045808331,0.021508737206509046,0.00913845486247073,0.006978643515396731,0.006245466398371704
2555,olive road food mart,FL,,,,,,Convenience store with or without gas,2016.0,0.0,1,1,,Florida,Convenience,0.01374758107561458,0.010388268442474223,0.007973592741269901,0.013219792581141199,0.011507652028090879,0.008642948071576754,0.007351108016678626
2556,orileys,FL,0.0,0.0,0.0,,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Florida,Other,0.0,0.0,0.0,0.0,0.0,0.013033267006815117,0.0
2557,penny patch,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.00860353381721434,0.0,0.0,0.0,0.0,0.0,0.005894944295998512
2558,pensacola beach food mart,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Florida,Convenience,0.013288211180533648,0.010388268442474223,0.006146312954276724,0.013219792581141199,0.011077140215566356,0.015503056683593593,0.00612862569758064
2559,pensacola beach house,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Florida,Other,0.0059222921853923334,0.0,0.00221135673998545,0.0,0.0025073853394484585,0.021835318399027106,0.007536569992949165
2560,psychedelic shack,FL,0.0,0.0,0.0,0.0,1.0,Tobacco Hookah ECig,2016.0,1.0,1,1,1.0,Florida,Tobacco,0.002480944289514773,0.0,0.003434631555869949,0.0,0.0,0.0,0.022734650492157865
2561,quickfill ,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.014784167466430131,0.0,0.0,0.0,0.0,0.0,0.0
2562,quickfill ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.014784167466430131,0.0,0.0,0.0,0.0,0.0,0.0
2563,quickfill ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.014784167466430131,0.0,0.0,0.0,0.0,0.0,0.0
2564,quickfill ,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.014784167466430131,0.0,0.0,0.0,0.0,0.0,0.0
2565,raceway,FL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Florida,Other,0.019401501717954232,0.0,0.0,0.0,0.0,0.010818730903464973,0.0
2566,raceway 6862,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.01059746725798856,0.0,0.0,0.0,0.0,0.0036062436344883246,0.0
2567,raceway 6877,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.01059746725798856,0.0,0.0,0.0,0.0,0.0036062436344883246,0.0
2568,raceway 993,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.01059746725798856,0.0,0.0,0.0,0.0,0.0036062436344883246,0.0
2569,richey's east inc,FL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Florida,"Beer,",0.00648838491743791,0.00926941233934274,0.02346055874461943,0.011081706890071832,0.007864183598470844,0.0063690668405252705,0.009354352940796966
2570,richey's east inc,FL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Florida,"Beer,",0.00648838491743791,0.00926941233934274,0.02346055874461943,0.011081706890071832,0.007864183598470844,0.0063690668405252705,0.009354352940796966
2571,round up,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Florida,Other,0.004347238976567206,0.0,0.010864257587334175,0.0,0.0,0.011958202374942823,0.010439389134842214
2572,saigon oriental market  deli,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.010808289169821857,0.0032456132880951953,0.0025919533483838844,0.004436052934158779,0.014762932116783522,0.005497561606144222,0.002081822132790568
2573,save a penny ii deli,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.010912358927099023,0.0,0.00435806247475676,0.0,0.009651048944470195,0.0045084692927453845,0.006722157654524399
2574,seville quarters,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Florida,Other,0.0017142518613792943,0.0,0.0,0.0,0.0,0.016256951878478424,0.0
2575,shell,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.027391062368043836,0.0,0.010303894667609847,0.0,0.009236815672180244,0.0,0.0
2576,shopngo,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.006195450028005725,0.0,0.0,0.0,0.0,0.0,0.0
2577,shop n go grocery,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.016052080274597615,0.0023198281828572293,0.009679717449912048,0.0051673056490757945,0.012989928846405869,0.007675435039265484,0.007722201591377952
2578,shop n go grocery,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.016052080274597615,0.0023198281828572293,0.009679717449912048,0.0051673056490757945,0.012989928846405869,0.007675435039265484,0.007722201591377952
2579,short stop pantry,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.016213636769643366,0.0,0.0072971124780198396,0.0025603659000728155,0.008080887361173154,0.0064752326012344,0.004024947649360143
2580,shrimp basket,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Florida,Other,0.0,0.0,0.0,0.0,0.0036020799802493433,0.012295088305698402,0.0
2581,smart fill llc ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Florida,Convenience,0.012615306766807442,0.006053447610680762,0.004102255418939669,0.005894072182583616,0.004536160683357534,0.003975489750787442,0.0073385521084879226
2582,smart mart 2,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.017720220507285934,0.018049988091518688,0.007652880045808331,0.021508737206509046,0.00913845486247073,0.006978643515396731,0.006245466398371704
2583,speak eazy cigar  spirits,FL,0.0,0.0,0.0,0.0,1.0,Tobacco Hookah ECig,2016.0,1.0,1,1,1.0,Florida,Tobacco,0.0012267865319872317,0.0,0.004835808423627852,0.0,0.0013215646608453495,0.00638324320676442,0.027166542838548857
2584,stop n shop,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.019598091333647025,0.0046396563657144585,0.016715426994245077,0.009638235094244387,0.018912103464905832,0.014372857103827496,0.02349429848147619
2585,t and t food mart,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.01826877667363935,0.019510213210899557,0.01735550368388966,0.023654087854498584,0.02263610010360805,0.016580398816063265,0.012619183095051426
2586,tienda mexicana el gallo latin market,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.00888541403047433,0.0019473679728571171,0.0029783455520984658,0.0026616317604952677,0.012701970461446981,0.004816275577787669,0.001249093279674341
2587,tj's scenic hwy llc,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.009361661186983596,0.004035631740453841,0.006282367461315077,0.003929381455055744,0.003024107122238356,0.0036778256708619164,0.006571969060842644
2588,tom thumb food store ,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2589,tom thumb food store ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2590,tom thumb food store ,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2591,tom thumb food store ,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2592,tom thumb food store ,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2593,tom thumb food store ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,0.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2594,tom thumb food store ,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2595,tom thumb food store ,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2596,tom thumb food store ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2597,tom thumb food store ,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2598,tom thumb food store ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2599,tom thumb food stores ,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2600,tom thumb food stores ,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.024139060858324315,0.011516501142622697,0.005902149483948075,0.016120352831466806,0.01359591711237578,0.008039655941571265,0.006198503535777272
2601,trishas one stop,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.013561456575251868,0.0,0.010350903029042539,0.0025603659000728155,0.012624318011114225,0.004768019022506946,0.008046035207001761
2602,united beef store,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.010875812753126156,0.01035974000451218,0.006897813157330305,0.01653173128162664,0.008811190476378794,0.008626870095818683,0.0054149140354754375
2603,walmart ,FL,1.0,1.0,1.0,1.0,0.0,Mass merchandiser,2016.0,1.0,0,1,0.0,Florida,Mass,0.009333305694972073,0.0,0.007836377482272248,0.10758367749654936,0.03219847068722135,0.011907830349917778,0.0
2604,walmart supercenter ,FL,1.0,1.0,1.0,1.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Florida,Grocery,0.007788436566361742,0.0,0.009646965134819066,0.09702222993324332,0.024053972720650626,0.011907830349917778,0.0
2605,wal mart supercenter ,FL,1.0,1.0,1.0,0.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Florida,Grocery,0.004561095144019017,0.009024994045759344,0.006037796762889615,0.10630238220085642,0.026826420310054767,0.005473960149351329,0.003122733199185852
2606,walgreens ,FL,,,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2607,walgreens ,FL,1.0,1.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,0,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2608,walgreens ,FL,0.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2609,walgreens ,FL,0.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2610,walgreens ,FL,1.0,1.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2611,walgreens ,FL,1.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2612,walgreens ,FL,0.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2613,walgreens ,FL,0.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2614,walgreens ,FL,1.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2615,walgreens ,FL,1.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Florida,Drug,0.011359716211259703,0.12948725601933744,0.0132681404399127,0.05374033212035571,0.016763327493412982,0.0,0.0
2616,winndixie no. 498,FL,1.0,1.0,1.0,1.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Florida,Grocery,0.0,0.0,0.002009104328701772,0.0,0.018004694826891526,0.0018031218172441623,0.0
2617,winn dixie store ,FL,1.0,1.0,1.0,1.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Florida,Grocery,0.00804285269542187,0.01035974000451218,0.013301464900971567,0.0307160276026115,0.04336116095199902,0.005589945160715101,0.0109337472615506
2618,world of beer  blend,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Florida,Other,0.003003562039033112,0.0026185403647921465,0.012738962649276164,0.006090381145157298,0.0058806488826381054,0.014879047338890002,0.01009831893567525
2619,xpress mart,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.018905457007284573,0.018049988091518688,0.007652880045808331,0.021508737206509046,0.012740534842720072,0.006978643515396731,0.006245466398371704
2620,yellow store,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.010968051215723631,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.009116214028822123,0.020810836385278687
2621,seveneleven,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.022859644330628596,0.017923206973401877,0.0,0.03662356302544469,0.00702483640180331,0.007032956429682449,0.0
2622,seveneleven,FL,1.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.022859644330628596,0.017923206973401877,0.0,0.03662356302544469,0.00702483640180331,0.007032956429682449,0.0
2623,a1a beverages,FL,0.0,0.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.006809219653736462,0.0,0.017590776087469076,0.022541570674648764,0.008051976311511779,0.006354970504037151,0.003373387386685379
2624,bunnell hess,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.009791762661699037,0.0,0.0,0.0,0.0036020799802493433,0.0,0.0
2625,calais group,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,0,1,1.0,Florida,Convenience,0.00905835584081386,0.0,0.0,0.0,0.0030789385573934147,0.003082497511010865,0.0
2626,cheap store,FL,0.0,0.0,0.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.010968051215723631,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.009116214028822123,0.02621231920861654
2627,chicken jiffy,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.012798522894780867,0.0,0.0,0.0,0.0,0.0036062436344883246,0.0
2628,country cooler,FL,,,1.0,0.0,1.0,Convenience store with or without gas,2016.0,0.0,1,1,1.0,Florida,Convenience,0.015395402985862594,0.005974402324467293,0.0062333011325177165,0.0,0.010666858295078324,0.009120271689516948,0.0
2629,country cooler,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Florida,Convenience,0.015395402985862594,0.005974402324467293,0.0062333011325177165,0.0,0.010666858295078324,0.009120271689516948,0.0
2630,dailys store ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.021017971783168526,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.012722457663310448,0.010829828070950875
2631,dollar general store ,FL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.02103212782803517,0.020786438888499025,0.00540682616274989,0.12571231977212838,0.03146321156211587,0.025823827843482083,0.008270734706826854
2632,dollar general store ,FL,0.0,0.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.02103212782803517,0.020786438888499025,0.00540682616274989,0.12571231977212838,0.03146321156211587,0.025823827843482083,0.008270734706826854
2633,dollar general store ,FL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.02103212782803517,0.020786438888499025,0.00540682616274989,0.12571231977212838,0.03146321156211587,0.025823827843482083,0.008270734706826854
2634,dollar general store ,FL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.02103212782803517,0.020786438888499025,0.00540682616274989,0.12571231977212838,0.03146321156211587,0.025823827843482083,0.008270734706826854
2635,dollar general store ,FL,0.0,0.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.02103212782803517,0.020786438888499025,0.00540682616274989,0.12571231977212838,0.03146321156211587,0.025823827843482083,0.008270734706826854
2636,family dollar store 10133,FL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.009545240150253397,0.017752427549007507,0.005023596536605199,0.08512133008664964,0.01792518953011563,0.012853077382573144,0.011346229498426461
2637,family dollar store 10133,FL,1.0,1.0,1.0,0.0,1.0,Mass merchandiser,2015.0,1.0,1,1,1.0,Florida,Mass,0.009545240150253397,0.017752427549007507,0.005023596536605199,0.08512133008664964,0.01792518953011563,0.012853077382573144,0.011346229498426461
2638,folkestone inc,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,0,1,1.0,Florida,Convenience,0.009990449515098185,0.01853882467868548,0.010703974332679523,0.01704268197999803,0.010349549430392391,0.00924402598463277,0.012997064538891101
2639,harbor food mart,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,0,1,1.0,Florida,Convenience,0.014053184578316677,0.015582402663711336,0.012823449426513056,0.019829688871711798,0.015279131050868292,0.014182387190210963,0.007005574467376322
2640,heart of the city,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2015.0,0.0,1,1,0.0,Florida,Other,0.004403346198125142,0.006990146110093474,0.010512647397042354,0.00759621557652355,0.007619055755588379,0.017039524210809856,0.011837776097658523
2641,interstate 100 inc,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.009802315779773016,0.00926941233934274,0.005351987166339761,0.008521340989999016,0.006714243993892903,0.006163261747821818,0.0064985322694455505
2642,kangaroo ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.039940439229835596,0.0,0.0,0.0,0.0,0.0,0.0
2643,kangaroo express ,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,0,1,1.0,Florida,Convenience,0.032636958611277224,0.007855621094376439,0.005663220114295275,0.011788144365167232,0.004745186416139256,0.005082601036721753,0.005038802965552088
2644,kangaroo express ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.032636958611277224,0.007855621094376439,0.005663220114295275,0.011788144365167232,0.004745186416139256,0.005082601036721753,0.005038802965552088
2645,kangaroo express ,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.032636958611277224,0.007855621094376439,0.005663220114295275,0.011788144365167232,0.004745186416139256,0.005082601036721753,0.005038802965552088
2646,kangaroo express ,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.032636958611277224,0.007855621094376439,0.005663220114295275,0.011788144365167232,0.004745186416139256,0.005082601036721753,0.005038802965552088
2647,kangaroo express 1233,FL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.019416204319641476,0.0039278105471882195,0.0028316100571476373,0.005894072182583616,0.002372593208069628,0.0025413005183608766,0.002519401482776044
2648,kangaroo express 1265,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.019416204319641476,0.0039278105471882195,0.0028316100571476373,0.005894072182583616,0.002372593208069628,0.0025413005183608766,0.002519401482776044
2649,marathon food center,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.016492269024895933,0.0039278105471882195,0.011497996719490993,0.010844171134454607,0.016979621716952772,0.012658308509144572,0.00388284126819047
2650,palm coast marina,FL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2015.0,1.0,1,1,0.0,Florida,Other,0.0054420563008329,0.0,0.0014909869945804151,0.0,0.00414601734748069,0.018971187968597213,0.0021873640789946375
2651,palm coast shell food mart,FL,0.0,1.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.014091602034315233,0.007791201331855668,0.0062138861019652375,0.009914844435855899,0.011513614189299163,0.009761293514187518,0.00459646927318548
2652,plantation bp,FL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2015.0,1.0,1,1,1.0,Florida,Convenience,0.011611094768967328,0.0,0.006416605545030779,0.0,0.0,0.010835529867851489,0.004374728157989275
2653,publix super markets inc ,FL,1.0,1.0,1.0,1.0,1.0,Grocery store ,2015.0,1.0,0,1,1.0,Florida,Grocery,0.006542887977953824,0.012043761879115834,0.022505649567319277,0.013699090488411189,0.04370005525926883,0.007767158446861637,0.009097475411994365
2654,publix super markets inc ,FL,1.0,1.0,1.0,1.0,1.0,Grocery store ,2015.0,1.0,1,1,1.0,Florida,Grocery,0.006542887977953824,0.012043761879115834,0.022505649567319277,0.013699090488411189,0.04370005525926883,0.007767158446861637,0.009097475411994365
2655,publix super markets inc ,FL,1.0,1.0,1.0,1.0,1.0,Grocery store ,2015.0,1.0,1,1,1.0,Florida,Grocery,0.006542887977953824,0.012043761879115834,0.022505649567319277,0.013699090488411189,0.04370005525926883,0.007767158446861637,0.009097475411994365
2656,publix super markets inc ,FL,1.0,1.0,0.0,1.0,1.0,Grocery store ,2015.0,1.0,1,1,1.0,Florida,Grocery,0.006542887977953824,0.012043761879115834,0.022505649567319277,0.013699090488411189,0.04370005525926883,0.007767158446861637,0.009097475411994365
